ParentFile,Filename,shimmerLocaldB_sma3nz_stddevNorm,loudness_sma3_percentile20.0,F3amplitudeLogRelF0_sma3nz_amean,loudness_sma3_percentile50.0,loudness_sma3_amean,F2amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,MeanUnvoicedSegmentLength,F2amplitudeLogRelF0_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F1amplitudeLogRelF0_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_pctlrange0.2,alphaRatioV_sma3nz_stddevNorm,StddevUnvoicedSegmentLength,loudness_sma3_stddevNorm,loudness_sma3_percentile80.0,shimmerLocaldB_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,HNRdBACF_sma3nz_amean,slopeV500.1500_sma3nz_amean,loudness_sma3_meanRisingSlope,alphaRatioV_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F1amplitudeLogRelF0_sma3nz_stddevNorm
gemaps_part_diaper.csv,bfb4662ea7ea4b8468d74c7ad1909ef1_Diaper-Change_49_female_181002_340074.wav_features_GeMAPSv01a.csv,0.7027443,0.1148133,-147.9035,0.1428274,0.421391,-146.4664,-0.5471651,0.2428571,-0.5677297,46.81261,-152.7381,5.167824,-2.190032,0.2522026,1.217534,0.9868522,1.069118,0.06150837,44.66841,7.481863,0.008295592,8.998878,-3.423377,41.64479,-0.5381386
gemaps_part_diaper.csv,1bb7c3a247deb74ec63b50048d97295b_Diaper-Change_NO-AGE_male_210609_1048016.wav_features_GeMAPSv01a.csv,0.9490142,0.06226173,-139.4241,0.1104324,0.2438005,-139.4205,-0.6555104,0.845,-0.6552079,51.13108,-153.423,2.302433,4.403415,0.775806,1.036633,0.5009035,0.4666423,0.03867306,50.15767,13.26598,0.01142029,2.883501,1.790993,48.82865,-0.5622883
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_181223_402716.wav_features_GeMAPSv01a.csv,0.5588641,0.1251783,-183.6015,0.2083326,0.3092979,-183.2441,-0.2820931,0.735,-0.2923159,60.03127,-189.0469,16.07217,-0.7259132,0.8472849,0.812052,0.4699388,1.505908,0.1446804,45.81459,8.435521,-0.003806148,5.873523,-7.072165,43.9591,-0.2556962
gemaps_part_diaper.csv,3b09f1cad01fe3972282858c331f52d5_Diaper-Change_23_female_210717_1079369.wav_features_GeMAPSv01a.csv,0.6111611,0.07673505,-74.69855,0.4041929,0.4412344,-72.39424,-1.31171,0.362,-1.377988,46.94024,-76.52715,6.519093,1.314629,0.3047228,0.8059498,0.8503428,1.079392,0.0924281,44.59288,7.745597,0.02139064,2.926372,5.983267,40.42115,-1.347989
gemaps_part_diaper.csv,e8f2d8b96f020af62e904e8e49445ce3_Diaper-Change_60_male_190606_526227.wav_features_GeMAPSv01a.csv,1.347715,0.499987,-53.44516,1.690065,1.67466,-47.35921,-1.456995,0.17,-1.741437,50.69794,-50.17403,4.542534,-3.228497,0.1083205,0.6468157,2.542342,0.5166118,0.09557015,47.3399,13.45545,0.004193363,18.99873,-3.310737,46.1554,-1.911357
gemaps_part_diaper.csv,6a82f817144649d0b8ff551570c6824e_Diaper-Change_74_male_180711_224920.wav_features_GeMAPSv01a.csv,0.5269586,0.4050097,-108.0637,0.6827049,0.7537612,-111.1053,-0.9248785,0.2141667,-0.8698995,44.43988,-131.6828,1.203712,7.8158,0.1975035,0.5271363,1.05047,1.017422,0.09890169,43.7866,5.959348,0.005033952,4.795324,0.8115537,43.23617,-0.7263191
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_181127_381418.wav_features_GeMAPSv01a.csv,0.7052873,0.1742863,-161.3215,0.2412201,0.9050369,-162.195,-0.4909175,0.9825,-0.477787,57.57085,-176.255,13.47438,1.23272,1.138977,1.219144,2.236116,1.330603,0.1221262,46.61872,6.273413,0.01447071,4.906542,6.100981,44.09647,-0.374202
gemaps_part_diaper.csv,083da0e5d76f87affd7b1b8fb1dcc4d0_Diaper-Change_NO-AGE_male_220130_1277051.wav_features_GeMAPSv01a.csv,1.080437,0.04396741,-76.92252,0.5639779,0.6006867,-72.77096,-1.131042,0.3925,-1.234978,50.18151,-71.10131,5.818726,-1.624396,0.2238722,0.8423291,1.147073,0.6449205,0.07491931,47.15406,11.65985,-0.007731338,4.546751,-5.149308,44.36279,-1.381682
gemaps_part_diaper.csv,8222356f4d4be372fb94488cdaabb075_Diaper-Change_8_male_180705_201998.wav_features_GeMAPSv01a.csv,1.108122,0.2839997,-69.01035,2.645503,2.294233,-66.83566,-1.272041,0.1577778,-1.336215,47.34345,-73.17527,6.009083,1.168851,0.1233584,0.5847681,3.547643,0.7986757,0.1267686,44.88856,8.342858,0.01215585,23.80528,4.844434,41.33437,-1.352622
gemaps_part_diaper.csv,5ec09ae3e9fd6fb143bf92b431e182f1_Diaper-Change_81_female_190212_458364.wav_features_GeMAPSv01a.csv,0.8726283,0.4388941,-49.47916,1.468704,1.378745,-48.8388,-1.702399,0.1614286,-1.725313,48.19924,-51.49702,3.712673,2.269837,0.08407965,0.5834538,1.916134,0.8547453,0.0616065,46.69179,8.056822,0.01263717,9.674027,3.691626,44.48657,-1.732752
gemaps_part_diaper.csv,4bab9ec2d93b988cda7a6ca3bbf87f2d_Diaper-Change_24_male_211022_1159831.wav_features_GeMAPSv01a.csv,0.5835846,0.1138048,-130.1934,0.6985679,0.5858777,-126.4377,-0.6435596,0.1664706,-0.7106741,47.73936,-135.5642,11.45039,-0.4923037,0.1588911,0.65046,0.9222329,1.711917,0.1650891,41.95538,5.282352,-0.01858154,6.949545,-10.2783,36.28897,-0.6813612
gemaps_part_diaper.csv,91b68ac0435205bd35a17e991f05603f_Diaper-Change_NO-AGE_female_210324_985259.wav_features_GeMAPSv01a.csv,0.5500641,0.1726302,-64.57063,0.4128308,0.506542,-59.8301,-1.633614,0.22625,-1.841121,55.44065,-99.25488,11.23059,0.3638054,0.2575334,0.7910686,0.7471563,1.35267,0.1272676,47.54863,3.355389,0.04266115,5.608567,22.45709,44.21006,-1.065309
gemaps_part_diaper.csv,af12b68ff743306045f00b31a7ab9e12_Diaper-Change_244_male_181002_340727.wav_features_GeMAPSv01a.csv,0.7085252,0.1613987,-94.21122,0.4208913,0.4214177,-95.08479,-0.9786724,0.1890909,-0.9617788,46.98335,-105.6005,3.241997,-0.5037494,0.1441246,0.5467636,0.6313667,0.7092292,0.06703542,45.80714,11.37675,-0.01156777,3.191757,-9.155663,43.74136,-0.9508991
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_190620_540227.wav_features_GeMAPSv01a.csv,0.6298671,0.5826436,-48.37168,1.523216,1.59945,-46.74703,-1.666929,0.1485714,-1.744468,49.79686,-50.19264,4.411522,1.350563,0.09448031,0.5873775,2.514359,1.006902,0.07383239,47.09306,6.932534,0.01811153,7.917182,5.395639,45.38534,-1.685643
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_180716_235469.wav_features_GeMAPSv01a.csv,0.9859316,0.05994914,-156.3487,0.06969913,0.323579,-155.8154,-0.5451384,1.286667,-0.5533206,48.85653,-156.838,7.759857,0.713302,0.8342795,1.571159,0.3988312,0.8424608,0.08981042,47.18634,7.263281,0.03582462,2.851949,7.457428,41.09667,-0.5493803
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_180703_190389.wav_features_GeMAPSv01a.csv,1.325077,0.326386,-146.5872,0.4822673,1.192214,-145.3528,-0.5708185,0.865,-0.5887389,46.24381,-146.1601,1.84618,-0.2571669,1.077277,0.955355,2.559624,0.6889198,0.03385909,45.58976,11.58008,-0.01167288,5.035997,-9.460724,44.39763,-0.613645
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_181220_398047.wav_features_GeMAPSv01a.csv,1.161547,0.100348,-110.1665,0.5847445,0.9686618,-112.8952,-0.889281,0.261,-0.8400355,48.24538,-114.2552,1.495552,1.386065,0.218607,0.9720667,2.009451,0.9029021,0.03262749,47.67745,8.621163,0.01817589,10.8594,5.284809,46.74982,-0.8646572
gemaps_part_diaper.csv,a4b623bf2526365851a23953966ee1bc_Diaper-Change_211_female_190622_541804.wav_features_GeMAPSv01a.csv,0.6925211,0.2767635,-177.6856,0.473642,0.771628,-176.78,-0.311954,0.3184615,-0.3260248,50.57979,-188.0361,36.42737,-1.283688,0.4069747,0.9455522,1.075937,1.411258,0.4164592,49.54288,3.902745,0.001996251,22.14492,-11.46092,14.15242,-0.2274748
gemaps_part_diaper.csv,692863dd8919549c6fb678e367ef75ed_Diaper-Change_44_female_180823_302414.wav_features_GeMAPSv01a.csv,0.6592729,0.684544,-129.8391,1.226165,1.359489,-127.3129,-0.7037481,0.198,-0.7426899,56.32123,-139.7683,20.74901,-1.268748,0.1456113,0.5684256,2.073543,1.368509,0.212963,44.59945,5.513187,-0.0127497,13.04238,-4.769568,35.57222,-0.6674845
gemaps_part_diaper.csv,088e89f151a3f3f63c59688c8eaefa25_Diaper-Change_37_male_210823_1110884.wav_features_GeMAPSv01a.csv,0.8686635,0.131424,-71.66979,1.302477,1.157561,-71.53948,-1.195114,0.245,-1.200223,49.83044,-63.12224,5.081146,-0.6701524,0.1691892,0.6982815,1.923969,0.9663589,0.1198119,48.03004,10.01382,-0.0216979,5.873476,-10.65737,44.7493,-1.52754
gemaps_part_diaper.csv,496dff3f6419cf6654fbefbdc041f0b5_Diaper-Change_17_female_210623_1058878.wav_features_GeMAPSv01a.csv,0.8441634,0.06308859,-118.1113,0.4276598,1.286539,-118.4173,-0.8447691,0.35875,-0.8393183,52.391,-138.9234,5.331322,0.751958,0.3141432,1.167579,3.052533,1.207492,0.05582273,49.93156,3.296355,0.004556446,6.751879,11.41091,47.05968,-0.6479102
gemaps_part_diaper.csv,eadffd490e447fab27d8e923c9b05438_Diaper-Change_14_female_180707_210971.wav_features_GeMAPSv01a.csv,0.699898,0.2779042,-88.54977,0.6825448,0.8300865,-86.53758,-1.00576,0.2671428,-1.046124,48.80558,-88.95032,5.393032,-1.303181,0.2127852,0.9125695,0.87523,0.8302659,0.05820526,45.83502,8.520885,-0.005327388,4.209745,-5.616689,43.41254,-1.098062
gemaps_part_diaper.csv,0881d70ae4a7ed2930f5ac2555b36418_Diaper-Change_28_male_190727_561186.wav_features_GeMAPSv01a.csv,0.6618238,0.5578197,-46.68659,0.8377782,0.8873674,-48.1351,-1.451308,0.08444445,-1.398074,46.57037,-37.45613,9.527866,-0.5198998,0.04573137,0.4870938,1.177908,0.9942918,0.155199,43.81804,9.520337,-0.03325056,9.60536,-12.46009,37.04251,-2.219281
gemaps_part_diaper.csv,92edb7bb2a269124251cd08126f89ab7_Diaper-Change_148_female_210518_1032076.wav_features_GeMAPSv01a.csv,0.9397964,0.1746926,-66.46593,0.7938619,1.345965,-62.24305,-1.355308,0.2057143,-1.485003,50.28643,-72.19221,2.251648,1.767387,0.1556422,0.9382156,2.806417,0.6018549,0.07259715,49.32622,11.19414,0.01580719,10.90505,4.033098,48.03478,-1.341658
gemaps_part_diaper.csv,fb58ceb8071ae6004ced3c77d98f43de_Diaper-Change_365_female_220306_1320719.wav_features_GeMAPSv01a.csv,0.7947696,0.1419682,-58.17097,0.6028055,0.6338483,-56.79503,-1.569854,0.4566667,-1.628088,50.99797,-69.31736,8.261845,1.029697,0.4691363,0.6451953,1.064166,0.5481789,0.0904353,49.11171,9.929164,0.009562919,2.375793,4.585211,42.73612,-1.463937
gemaps_part_diaper.csv,724bf5da3d6551610e5b5b4869b80e7e_Diaper-Change_48_female_190426_499593.wav_features_GeMAPSv01a.csv,0.7832215,0.3723476,-52.13581,1.016495,1.273162,-54.05947,-1.601289,0.1266667,-1.517994,49.55244,-56.45805,9.351231,-5.864571,0.1297005,0.7110243,2.211083,0.9793849,0.1560693,44.39305,7.914694,-0.002536223,14.8912,-1.05162,40.20121,-1.653882
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_180703_189095.wav_features_GeMAPSv01a.csv,0.6805732,0.5041262,-48.31137,2.026587,1.746855,-49.14472,-1.887267,0.14875,-1.843293,48.26074,-49.2801,4.99511,1.336325,0.2018934,0.6022388,2.794719,0.7683242,0.1342364,45.74303,6.839561,0.01123914,14.33873,4.609272,43.26563,-1.940238
gemaps_part_diaper.csv,28013e24d1f80ba3155b23fcee3cf605_Diaper-Change_51_male_180610_103785.wav_features_GeMAPSv01a.csv,1.031614,0.2285544,-95.82735,0.9517043,1.037582,-88.72406,-0.9337025,0.2244444,-1.078611,49.67501,-107.9124,2.97139,-1.327443,0.1513723,0.7714754,1.64455,0.8138903,0.05144852,48.23186,10.80174,0.005946411,14.95248,-4.769904,46.70362,-0.9424347
gemaps_part_diaper.csv,620a5a41180943a5a01a77e23add9c8c_Diaper-Change_186_female_220302_1314188.wav_features_GeMAPSv01a.csv,0.7787756,0.1412422,-157.617,0.1699516,0.2462839,-156.5745,-0.4828083,0.728,-0.4989565,50.3927,-166.5527,6.602478,-0.7428889,0.8547841,0.7721735,0.3044321,0.7094162,0.1518942,48.73677,11.32094,-0.009262676,0.7555772,-8.773882,43.79022,-0.4321796
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_180526_45775.wav_features_GeMAPSv01a.csv,0.6195884,0.7229755,-95.35882,1.501898,1.505924,-96.29469,-1.04081,0.229,-1.023262,53.12284,-139.8634,4.026772,1.245104,0.2153346,0.5072481,2.185149,1.051432,0.07215866,51.51771,6.77353,0.006830621,11.20643,9.221173,49.09607,-0.6838501
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_181124_379548.wav_features_GeMAPSv01a.csv,0.7886407,0.09541731,-106.5851,0.1790741,0.2534176,-106.0473,-0.855978,0.232,-0.864336,49.0033,-105.0087,16.66286,-0.6174943,0.2365502,0.7997245,0.3767239,1.025167,0.2186586,44.95505,8.00176,-0.0107109,2.391076,-11.233,32.34044,-0.9239103
gemaps_part_diaper.csv,5adfaae5edce55aaac78463d4fd12a7c_Diaper-Change_35_female_210831_1117569.wav_features_GeMAPSv01a.csv,1.087111,0.1753893,-88.89115,0.398071,0.4754844,-89.93204,-1.010041,0.2325,-0.9889368,44.74759,-82.77116,3.64352,-0.3120466,0.2722935,0.6671182,0.8175364,0.6145411,0.06593722,43.34584,9.818591,-0.01849692,4.933095,-9.660686,41.10407,-1.178194
gemaps_part_diaper.csv,e4e60250ecd85b7907d5375fd4f7d7c8_Diaper-Change_32_female_180713_228970.wav_features_GeMAPSv01a.csv,0.5698457,0.5726012,-181.8819,0.9455446,1.082896,-181.7821,-0.318481,1.0725,-0.3211394,51.46978,-186.3444,16.80529,-3.733244,0.1591187,0.623121,1.655237,0.922972,0.182392,34.86303,6.348933,-0.01338147,4.740625,-0.9797112,34.66449,-0.2850999
gemaps_part_diaper.csv,d83366993c6940cf5e378c73a14fcf33_Diaper-Change_791_male_210403_994360.wav_features_GeMAPSv01a.csv,1.105721,0.1779918,-72.12283,0.3061251,0.2914898,-68.60921,-1.046883,0.244,-1.12794,44.83332,-69.43999,4.008743,-0.2890608,0.1973423,0.4195705,0.4109606,0.5740696,0.07909996,42.14327,13.28583,-0.01240903,1.184533,-15.93797,40.82458,-1.217524
gemaps_part_diaper.csv,c8cd843d40c0f49dc283330f5e19bd4b_Diaper-Change_33_female_190527_515095.wav_features_GeMAPSv01a.csv,0.8694015,0.2305367,-84.33529,0.8792667,0.95468,-82.87704,-1.022755,0.1545454,-1.053722,50.4183,-85.32704,3.964241,-1.142026,0.09286977,0.766089,1.552414,1.012611,0.1119429,48.88615,10.1608,-0.01443403,15.78071,-8.284316,46.45406,-1.129909
gemaps_part_diaper.csv,32d1207722848697c4e0de95ace7795d_Diaper-Change_22_male_180622_137105.wav_features_GeMAPSv01a.csv,0.5089143,0.08157619,-121.379,0.1830068,0.4128581,-121.211,-0.7383766,0.269,-0.7387233,43.44693,-131.9617,30.32105,-2.213082,0.2967305,1.098887,0.748191,1.235414,0.5918564,13.57205,2.345316,0.02525875,3.454777,-7.176712,13.12588,-0.6400736
gemaps_part_diaper.csv,6e0995d8a9f2955808d00d9f1ed6c474_Diaper-Change_96_male_180611_114611.wav_features_GeMAPSv01a.csv,0.6465477,0.1175685,-100.5787,0.4018699,0.7438772,-101.6002,-0.8990516,0.1055,-0.872917,51.3572,-119.3346,5.171432,-4.489035,0.126114,0.9990212,1.629138,0.8747595,0.2792755,48.8145,8.47974,-0.000875933,5.329116,-2.731014,46.18577,-0.7660528
gemaps_part_diaper.csv,692863dd8919549c6fb678e367ef75ed_Diaper-Change_44_female_180823_302346.wav_features_GeMAPSv01a.csv,0.556622,0.2278951,-120.1932,0.5946893,0.7595263,-118.9953,-0.8300514,0.542,-0.8502474,50.17631,-138.9252,16.58798,1.585856,0.3532365,0.8331648,1.252113,1.182636,0.1575078,47.26147,6.919305,0.01219773,6.067856,6.190617,33.58833,-0.667733
gemaps_part_diaper.csv,6ce202f13693e91d3883cfcd299b964d_Diaper-Change_85_male_180709_219370.wav_features_GeMAPSv01a.csv,0.7272286,0.4365872,-81.63453,1.522728,1.756688,-79.16179,-1.143889,0.12,-1.209024,50.00572,-91.05862,5.631866,1.051294,0.0958471,0.7189478,3.063389,1.169104,0.1048696,47.54202,6.209225,0.01262917,17.55159,9.135286,44.37386,-1.055604
gemaps_part_diaper.csv,40a10b963ecac04c5676a09556099bab_Diaper-Change_61_male_180517_22568.wav_features_GeMAPSv01a.csv,0.8178591,0.1266693,-123.3781,0.368153,0.6231212,-123.0885,-0.7460823,0.4733333,-0.7549129,52.26492,-137.4947,4.287804,-1.365742,0.4578816,0.9562325,1.126664,0.7891018,0.1004668,49.72255,9.823058,-0.01055539,10.57066,-5.023083,47.97711,-0.6935824
gemaps_part_diaper.csv,9bd1f1f7a045fd13c76bb0ad65b6c03e_Diaper-Change_33_female_180704_195830.wav_features_GeMAPSv01a.csv,0.5606264,0.2483548,-167.3093,0.5932522,1.009309,-169.0064,-0.4211583,0.3627273,-0.4006302,57.52185,-182.5149,9.437691,5.079933,0.6448409,1.052707,1.346899,1.622526,0.1699066,51.37382,4.457796,0.007326751,21.36651,2.200206,48.08416,-0.3164192
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_181205_386783.wav_features_GeMAPSv01a.csv,0.7227377,0.569444,-88.74545,1.278219,1.47869,-89.53952,-1.134732,0.2388889,-1.128549,48.25214,-103.2623,2.641624,0.8213416,0.1324508,0.682744,2.551848,1.265864,0.1311512,47.41551,4.521175,0.03467955,8.954504,9.19208,45.61052,-0.9582495
gemaps_part_diaper.csv,6de7ba0c2eb32c0ce9ac93c419e5e1ef_Diaper-Change_60_female_180531_65862.wav_features_GeMAPSv01a.csv,0.7408268,0.177119,-140.9215,0.2427356,0.3659043,-140.4526,-0.5759114,0.2616667,-0.5824907,47.2566,-143.2313,16.01239,-0.5637782,0.3684841,1.176057,0.3412158,1.219168,0.1851138,41.68835,6.263709,-0.01872845,9.220908,-10.01967,31.24421,-0.5989665
gemaps_part_diaper.csv,bb036984cd4283358b731baf9a9ee927_Diaper-Change_44_male_180726_263106.wav_features_GeMAPSv01a.csv,0.7410126,0.5398011,-58.53754,1.368745,1.537547,-53.59098,-1.558206,0.115,-1.801299,56.06499,-82.29945,11.98648,0.6142086,0.09827682,0.6632702,2.644156,1.330904,0.1319078,47.52022,7.103913,0.0350165,13.12776,14.40345,44.07851,-1.138414
gemaps_part_diaper.csv,c227f4cd97dc910fbfbca7b60cec0cf6_Diaper-Change_34_male_190803_564717.wav_features_GeMAPSv01a.csv,0.5053769,0.5087408,-43.01328,0.8654103,0.8716365,-40.58472,-1.613943,0.125,-1.735962,44.68648,-39.20076,2.123367,-5.735361,0.108128,0.4977291,1.326068,1.311319,0.08038828,43.68819,5.618636,0.002515271,3.536582,-1.249632,42.56311,-1.931653
gemaps_part_diaper.csv,3e139406dd1b6a90a55227be3ef3dd3e_Diaper-Change_2757_female_210326_986483.wav_features_GeMAPSv01a.csv,0.6967553,0.2547987,-80.89528,0.6043892,0.6192239,-79.06863,-1.006705,0.18875,-1.046808,49.12214,-82.70869,3.330681,-0.7740072,0.131571,0.6164219,0.9035067,0.7608765,0.06578837,47.11892,11.20025,0.008266681,4.242958,-9.83251,45.79145,-1.042856
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_181229_413747.wav_features_GeMAPSv01a.csv,0.9527897,0.8633015,-20.12355,2.287199,2.113476,-13.71611,-3.098203,0.08,-4.758933,54.85931,-36.99503,9.19326,0.7060378,0.1037625,0.4935848,3.096361,1.329957,0.1081734,49.86391,6.683211,0.02980565,15.59953,14.82071,45.66605,-2.171683
gemaps_part_diaper.csv,741461bcafcf12b1cde5891409915dc7_Diaper-Change_NO-AGE_male_180617_129466.wav_features_GeMAPSv01a.csv,0.6250549,0.2274071,-86.71558,0.4445254,0.6578254,-84.57164,-1.026671,0.2966667,-1.07164,48.50919,-86.50076,2.476006,-2.776767,0.1940504,0.921733,1.049056,0.909033,0.07906374,46.98658,8.645348,-0.001965239,2.95751,-5.053676,46.03318,-1.095722
gemaps_part_diaper.csv,930f20fb785f31c023d5db614f2269a2_Diaper-Change_32_female_190609_531076.wav_features_GeMAPSv01a.csv,0.4507014,0.06064945,-183.8047,0.08221253,0.1784655,-183.8635,-0.2909828,1.12,-0.2896118,49.53495,-191.0459,12.67862,4.451446,0.9719054,1.080281,0.2624683,1.505528,0.1707282,47.96556,-0.74673,0.004399214,2.494523,1.093157,36.85633,-0.2217701
gemaps_part_diaper.csv,37b0fe8bc3b9a5a5551be90fa1645427_Diaper-Change_NO-AGE_NO-GENDER_211106_1175645.wav_features_GeMAPSv01a.csv,0.6567121,0.3337612,-62.11168,1.562496,1.351142,-59.96967,-1.519791,0.1644444,-1.608782,52.306,-84.1446,2.481606,0.9221841,0.1643243,0.6222135,2.120481,0.9927341,0.09641065,51.17546,8.395093,0.01168689,11.52791,14.20641,49.82439,-1.226148
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_180810_284104.wav_features_GeMAPSv01a.csv,0.6390797,0.4078513,-112.9893,0.6786292,0.8268878,-109.8351,-0.8374561,0.3275,-0.9015505,49.48141,-142.4057,2.868713,-2.583974,0.3447372,0.5334386,1.324946,0.8277144,0.06551277,47.97809,10.71111,0.00848469,5.368268,-2.379036,46.61269,-0.6550751
gemaps_part_diaper.csv,cca23cd440c4184f44a1ce5d430892ad_Diaper-Change_67_female_180817_295751.wav_features_GeMAPSv01a.csv,0.6521931,0.5876282,-58.70686,1.844248,1.847167,-62.53312,-1.597059,0.1455556,-1.471929,53.27084,-67.81776,14.37425,6.237684,0.1203801,0.6157219,2.991578,1.093131,0.2041732,48.80281,6.03863,0.01217734,14.77095,1.552179,38.8966,-1.591096
gemaps_part_diaper.csv,642c21c66fbe7b9171227d155838b1e0_Diaper-Change_112_male_190405_488491.wav_features_GeMAPSv01a.csv,0.8755624,0.1685926,-82.04208,0.6813862,0.9082136,-77.03862,-1.119233,0.358,-1.244595,48.97374,-81.3241,4.665829,3.97441,0.3339102,0.8383541,1.583181,0.7912919,0.06377083,47.10905,10.26802,0.01611918,8.091422,2.998402,44.30791,-1.211972
gemaps_part_diaper.csv,67a9b9789e8497b87e6221f8857b5ea3_Diaper-Change_36_female_180708_214988.wav_features_GeMAPSv01a.csv,0.08325678,0.1063824,-199.4056,0.1771743,0.1791057,-199.4544,-0.07796808,2.425,-0.07535475,47.52334,-199.4189,0.001533508,0.4358599,0.335,0.4240285,0.2364827,0.9661348,2.06E-05,47.52259,6.160127,0.03373119,1.82674,6.277084,47.5218,-0.07709756
gemaps_part_diaper.csv,ba9e97eda4b9449094db4fc90c8eac91_Diaper-Change_4_female_210601_1042373.wav_features_GeMAPSv01a.csv,0.5264428,0.1855032,-92.90197,0.609835,0.6724209,-92.93592,-1.046538,0.26875,-1.047379,48.98461,-113.5208,2.288925,6.825074,0.2065452,0.6800454,1.158176,1.218736,0.11332,47.83667,5.57447,0.01389122,3.986111,1.382124,46.69569,-0.8678922
gemaps_part_diaper.csv,852985d9253e08ef0cdbacde7540db6d_Diaper-Change_118_female_190608_528208.wav_features_GeMAPSv01a.csv,1.062992,0.0745912,-114.8139,0.170885,0.7978144,-114.0118,-0.7539349,0.1876923,-0.766235,51.42914,-113.8269,37.57072,-0.7216967,0.1972953,1.178334,2.083657,0.7031039,0.373056,50.15362,11.13428,-0.01890189,4.91498,-9.904891,13.85842,-0.7884522
gemaps_part_diaper.csv,NO-EMAIL_Diaper-Change_NO-AGE_NO-GENDER_180529_58948.wav_features_GeMAPSv01a.csv,0.7235659,0.1851899,-165.472,0.4064278,0.7273958,-164.4534,-0.4099835,0.3216667,-0.4274141,51.75183,-172.2843,15.07869,-3.487881,0.2647903,0.9715384,1.289472,1.704372,0.1999491,44.03265,4.634592,-0.007617631,16.4817,-1.740246,36.67314,-0.3908828
gemaps_part_diaper.csv,c2643a97c16ce3cb4a4ea97429b3e88f_Diaper-Change_385_female_210421_1010366.wav_features_GeMAPSv01a.csv,0.5821272,0.3962334,-70.27016,0.5931389,0.6291984,-67.09525,-1.056706,0.116,-1.132612,48.13147,-64.60345,7.341106,-0.4944336,0.1524598,0.4955132,0.8073676,1.115393,0.103563,47.46718,9.332562,-0.006372734,7.035212,-12.87361,40.79036,-1.283578
gemaps_part_diaper.csv,986718ef0e779381b34ae157086313b3_Diaper-Change_24_female_180804_275668.wav_features_GeMAPSv01a.csv,0.7961552,0.319446,-86.5492,1.197348,1.264906,-83.47884,-0.9903978,0.2075,-1.054414,49.99605,-78.6754,4.273449,-0.6145977,0.1810214,0.7731715,2.194998,1.040015,0.1496502,48.07445,8.88278,-0.02192473,5.996302,-9.001396,45.7226,-1.22938
gemaps_part_diaper.csv,fd9c53a7ffa65648a19c9b873155c17e_Diaper-Change_53_female_180729_265879.wav_features_GeMAPSv01a.csv,0.9926682,0.2186286,-67.56522,1.690948,1.570532,-67.75756,-1.412176,0.1722222,-1.407688,47.79636,-80.68698,2.845623,1.736687,0.109522,0.7520891,2.882063,0.8786073,0.06393527,46.35032,9.046622,0.02413065,13.15796,4.833417,44.95074,-1.271419
gemaps_part_diaper.csv,46d10b3240e1339348f80e923acf1016_Diaper-Change_10_female_180709_219509.wav_features_GeMAPSv01a.csv,0.5112842,0.5700073,-78.86769,1.949223,1.692863,-81.57121,-1.246294,0.1438461,-1.178328,49.32098,-95.65076,4.31916,0.9370166,0.112492,0.5855609,2.551208,1.289384,0.1028013,46.92001,3.300636,0.02123975,14.19704,8.875915,45.00182,-1.05583
gemaps_part_diaper.csv,127fa852ecfe37b5598ebbcc673dca92_Diaper-Change_NO-AGE_male_210714_1076346.wav_features_GeMAPSv01a.csv,0.9430494,0.6777402,-119.471,0.8983714,1.340248,-114.0497,-0.8098717,0.2366666,-0.907949,46.39857,-127.1393,6.087788,0.3819171,0.196822,0.687287,2.288854,1.003404,0.09826811,44.56889,6.607583,0.03081569,5.301899,18.40009,40.31079,-0.7406769
